age,educ,black,hisp,marr,nodegree,re74,re75,re78,treat,source
28,11,1,0,1,1,2045.47,861.145,0,0,CPS
32,12,0,0,1,0,25213.8,25243.6,25564.7,0,CPS
42,8,0,0,1,1,20188.3,21054.2,23249.1,0,CPS
17,11,0,0,0,1,0,0,20182.8,0,CPS
31,12,0,0,1,0,18405.3,18051.8,20144.4,0,CPS
30,14,0,0,1,0,17533.5,18381.2,21149.2,0,CPS
16,9,0,0,0,1,1187.32,768.048,0,0,CPS
27,12,0,0,1,0,22092.7,21856.3,25564.7,0,CPS
40,8,0,0,1,1,19449.6,18433.2,18430.2,0,CPS
21,11,0,0,1,1,2921.27,866.516,0,0,CPS
41,8,0,0,1,1,20633,19981.8,21985.6,0,CPS
27,9,0,0,1,1,13622.8,18925.5,14610.3,0,CPS
47,12,0,0,1,0,25862.3,25243.6,20609.8,0,CPS
22,12,0,0,0,0,21920.3,12328.2,19851.8,0,CPS
31,12,0,0,1,0,493.735,223.79,0,0,CPS
43,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
30,12,0,0,1,0,18423,19190.5,25564.7,0,CPS
32,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
30,16,0,0,1,0,24008.9,25243.6,19757.2,0,CPS
27,16,0,0,1,0,19161.6,19442.9,19506,0,CPS
34,8,0,1,0,1,15172.6,13900.1,15919.5,0,CPS
31,12,0,0,1,0,17578.5,16361.8,17926.3,0,CPS
54,12,0,0,1,0,25862.3,19587.9,25564.7,0,CPS
16,10,0,0,0,1,0,2733.82,11622.3,0,CPS
17,9,0,0,0,1,0,1015.11,2924.42,0,CPS
28,16,0,0,1,0,12590.2,4882.21,25564.7,0,CPS
32,9,0,0,1,1,11826.1,8650.84,25564.7,0,CPS
37,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
19,13,0,0,0,0,3848,0,12154.3,0,CPS
16,10,0,0,0,1,158.701,2628.19,5393.7,0,CPS
34,9,0,0,1,1,18805,16138,24791.8,0,CPS
24,11,0,0,0,1,4553.34,1075.98,17199.3,0,CPS
20,10,0,0,0,1,14077.3,15557.9,13094.1,0,CPS
42,11,0,0,1,1,25223.6,21340.7,18898.7,0,CPS
42,12,0,0,1,0,899.304,1613.08,1997.89,0,CPS
28,14,0,0,1,0,19751.4,19108.1,20159.2,0,CPS
54,9,0,0,1,1,22118.2,21057.8,24747.5,0,CPS
42,8,0,0,1,1,21841.9,20150.1,17991.3,0,CPS
23,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
55,11,0,0,1,1,0,6967.94,17146.1,0,CPS
19,12,0,0,0,0,4616.03,5317.26,3884.94,0,CPS
46,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
32,12,0,0,1,0,25678.2,24917.7,21016.2,0,CPS
49,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
16,9,0,0,0,1,0,0,4640.06,0,CPS
41,13,0,0,1,0,0,0,0,0,CPS
37,11,0,0,1,1,22592.3,6634.94,16877.1,0,CPS
18,12,0,0,0,0,0,0,10218.5,0,CPS
16,8,0,0,0,1,0,0,3997.25,0,CPS
42,9,0,0,1,1,12167,16522.9,16226.9,0,CPS
21,14,0,0,0,0,5734.77,0,4351.9,0,CPS
20,12,0,0,0,0,0,1124.32,0,0,CPS
27,13,0,0,1,0,11869.2,12671.9,25564.7,0,CPS
30,10,0,0,1,1,18679.7,16494.2,885.158,0,CPS
21,12,0,0,0,0,14698.4,12754.3,19105.5,0,CPS
44,14,0,0,1,0,22847,21902.8,25564.7,0,CPS
17,11,0,0,0,1,0,393.871,4242.55,0,CPS
32,16,0,0,0,0,24038.2,23560.7,23534.3,0,CPS
49,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
49,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,12,1,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,14,0,0,1,0,25862.3,14270.7,2402.78,0,CPS
48,16,0,0,1,0,25025.7,22615.3,23036.3,0,CPS
19,13,0,0,0,0,4041.97,5353.06,8522.05,0,CPS
30,12,0,0,1,0,14790.5,9982.84,8598.89,0,CPS
47,8,0,0,1,1,23715,20893.1,25564.7,0,CPS
17,10,0,0,0,1,656.354,4269.92,11010.5,0,CPS
22,12,0,0,1,0,9992.26,6214.21,19556.2,0,CPS
31,12,0,0,1,0,23397.6,25164.8,22832.3,0,CPS
49,2,0,0,1,1,20282.3,18966.7,23411.6,0,CPS
22,9,0,0,0,1,6702.65,7283.03,5952.28,0,CPS
32,12,0,0,1,0,24584.9,24450.4,20564,0,CPS
25,13,0,0,0,0,18881.4,22445.3,23525.4,0,CPS
28,15,0,0,1,0,25460.7,23114.8,0,0,CPS
25,17,0,0,1,0,84.2485,0,0,0,CPS
45,8,0,0,1,1,15936.7,13397,9627.39,0,CPS
42,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
17,11,0,0,0,1,0,0,8950.59,0,CPS
29,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
36,15,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
34,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
34,12,0,0,1,0,20593.8,9279.24,8334.38,0,CPS
48,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
17,11,0,0,0,1,2486.31,9460.07,21299.9,0,CPS
30,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
39,11,0,0,1,1,0,0,0,0,CPS
17,10,0,0,0,1,97.9633,2776.79,0,0,CPS
28,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
16,10,0,0,0,1,1210.83,3226.16,17565.7,0,CPS
50,18,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
32,12,0,0,1,0,25625.2,25243.6,25564.7,0,CPS
45,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
17,10,0,0,0,1,0,549.629,1922.52,0,CPS
40,13,0,0,1,0,7108.22,16367.1,20655.7,0,CPS
43,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,12,0,0,1,0,17114.2,16281.2,17636.7,0,CPS
27,12,0,0,1,0,19112.7,13785.5,16952.5,0,CPS
18,12,0,0,0,0,4429.9,3052.5,15730.4,0,CPS
36,8,0,0,1,1,10352.8,13867.8,99.0077,0,CPS
29,12,0,0,1,0,18605.2,20035.5,20828.6,0,CPS
26,17,0,0,1,0,19230.2,20397.2,25564.7,0,CPS
44,8,0,0,1,1,3810.77,1072.4,0,0,CPS
25,12,0,0,1,0,2815.47,11021.2,11696.2,0,CPS
27,16,0,0,0,0,133.23,107.419,22856,0,CPS
34,12,0,0,1,0,22108.4,15264.3,17395.8,0,CPS
26,12,0,0,1,0,0,2511.82,2628.88,0,CPS
33,11,0,0,1,1,20043.3,18757.2,19189.8,0,CPS
21,12,0,0,1,0,11385.3,17792.2,21492.1,0,CPS
33,14,0,0,1,0,10231.3,5170.45,10251,0,CPS
27,7,0,0,1,1,9880.58,7170.24,0,0,CPS
50,12,0,0,1,0,0,0,0,0,CPS
20,13,0,0,0,0,0,0,0,0,CPS
54,8,0,0,0,1,0,0,0,0,CPS
24,10,0,0,1,1,4719.87,2565.53,2173.74,0,CPS
40,9,0,0,1,1,16091.5,14571.4,15832.4,0,CPS
36,7,0,1,1,1,0,0,0,0,CPS
43,10,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
28,11,0,0,1,1,21947.7,19672.1,25564.7,0,CPS
50,9,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
33,9,0,0,1,1,16734.1,17930.1,23627.4,0,CPS
25,12,0,0,1,0,19098.9,9739.36,22542.7,0,CPS
38,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
19,12,0,0,1,0,2125.8,4388.08,20852.2,0,CPS
33,12,0,0,1,0,8779.47,10643.5,25564.7,0,CPS
24,16,0,0,1,0,10654.5,20588.7,23160.4,0,CPS
43,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
25,12,0,0,1,0,24134.2,25243.6,24157.9,0,CPS
53,8,0,0,1,1,4190.87,1392.87,9098.36,0,CPS
23,12,0,0,0,0,3724.57,0,5556.25,0,CPS
48,11,0,0,1,1,12020.1,13337.9,8371.32,0,CPS
25,12,0,0,1,0,16839.9,14929.5,14357.6,0,CPS
16,10,0,0,0,1,574.065,1181.61,5578.42,0,CPS
45,13,0,0,0,0,21943.8,22323.5,22703.8,0,CPS
45,18,0,0,1,0,25862.3,2762.47,19529.6,0,CPS
53,12,0,0,1,0,22120.1,22511.5,0,0,CPS
54,11,0,0,1,1,21230.6,17684.8,17097.3,0,CPS
37,7,0,0,1,1,21986.9,20622.7,20042.4,0,CPS
27,12,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
41,16,0,0,1,0,18123.2,0,0,0,CPS
16,10,0,0,0,1,0,161.129,829.005,0,CPS
34,18,0,0,1,0,2952.61,3399.82,25564.7,0,CPS
47,12,0,0,1,0,25848.6,23030.7,25564.7,0,CPS
27,12,0,0,1,0,6567.46,7483.55,5043.48,0,CPS
29,17,0,0,1,0,0,0,4369.64,0,CPS
26,16,0,0,1,0,2643.05,5061.24,5235.58,0,CPS
37,12,0,0,1,0,14610.2,22189.3,0,0,CPS
41,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
53,10,0,0,1,1,4322.14,0,0,0,CPS
17,10,0,0,0,1,576.024,1186.98,0,0,CPS
31,12,0,0,1,0,23942.2,8330.37,21220.2,0,CPS
19,10,0,0,0,1,883.629,375.968,1949.12,0,CPS
40,12,0,0,1,0,16689,9286.4,13420.7,0,CPS
44,9,0,0,0,1,11152.2,11178.8,12516.3,0,CPS
23,16,0,0,1,0,5556.48,3990.63,0,0,CPS
30,18,0,0,1,0,10007.9,16360,25564.7,0,CPS
31,18,0,0,1,0,18640.5,14626.9,24422.4,0,CPS
23,17,0,0,0,0,0,3199.31,25564.7,0,CPS
20,13,0,0,0,0,3471.82,4371.97,7831.95,0,CPS
34,16,0,0,1,0,22946.9,25243.6,25564.7,0,CPS
24,16,0,0,0,0,14673,15987.6,9000.83,0,CPS
25,10,0,0,1,1,2253.16,3061.45,5157.27,0,CPS
21,12,0,0,0,0,10697.6,4056.87,16197.4,0,CPS
33,12,0,1,1,0,17408.1,19002.5,9726.4,0,CPS
27,11,0,0,1,1,15433.1,7471.02,25564.7,0,CPS
34,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
25,15,0,0,0,0,7958.54,14374.5,19736.5,0,CPS
24,16,0,0,0,0,0,17008.1,1835.34,0,CPS
28,14,0,0,1,0,0,5623.4,7929.48,0,CPS
31,10,0,0,1,1,3234.75,114.581,23065.8,0,CPS
40,12,0,0,1,0,6449.91,23566,23030.4,0,CPS
52,7,0,0,1,1,14398.7,17874.6,13932,0,CPS
33,12,0,0,1,0,25415.6,22608.2,22100.9,0,CPS
28,15,0,0,1,0,18761.9,14449.7,10.3441,0,CPS
35,15,0,0,1,0,25862.3,18853.9,2365.84,0,CPS
29,12,0,0,0,0,25862.3,22126.6,0,0,CPS
35,12,0,0,1,0,25862.3,17589.9,0,0,CPS
51,9,0,0,1,1,13801.1,21600.2,25564.7,0,CPS
24,17,0,0,1,0,6667.38,21308.4,22037.3,0,CPS
41,12,0,0,1,0,25862.3,24985.7,25564.7,0,CPS
35,12,0,0,1,0,24236.1,25243.6,22836.8,0,CPS
28,16,0,0,1,0,14962.9,14471.2,0,0,CPS
17,10,0,0,0,1,0,1006.16,5056.78,0,CPS
34,8,0,0,1,1,24187.2,22536.6,25564.7,0,CPS
23,12,0,0,1,0,10174.5,15658.2,20280.3,0,CPS
33,16,0,0,1,0,17864.6,3759.68,5358.24,0,CPS
38,12,0,0,1,0,3663.83,4986.05,4406.58,0,CPS
19,12,0,0,0,0,0,7675.11,8687.55,0,CPS
26,12,0,0,0,0,14426.1,15079.9,16600.8,0,CPS
21,14,0,0,0,0,9708.17,594.387,2256.49,0,CPS
22,12,0,0,1,0,5568.24,11053.5,9491.44,0,CPS
48,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
18,12,0,0,1,0,10582,9141.39,7964.95,0,CPS
50,8,0,0,0,1,12084.8,11434.8,11409.5,0,CPS
17,11,0,0,0,1,0,2246.85,9093.93,0,CPS
44,12,0,0,1,0,25862.3,25243.6,23297.8,0,CPS
17,10,0,0,0,1,0,0,0,0,CPS
40,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
38,17,0,0,0,0,0,0,0,0,CPS
29,12,0,0,1,0,23756.1,24616.9,25564.7,0,CPS
45,12,0,0,1,0,25862.3,20415.1,25564.7,0,CPS
51,10,0,0,1,1,25854.5,14711.1,25564.7,0,CPS
29,14,0,0,1,0,476.102,458.323,675.321,0,CPS
23,12,0,0,1,0,25454.8,10480.5,25564.7,0,CPS
25,13,0,0,1,0,25862.3,12038.1,24994.3,0,CPS
23,12,0,0,1,0,6796.7,0,0,0,CPS
53,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
21,14,0,0,0,0,0,10244.2,16138.2,0,CPS
22,13,0,0,1,0,21193.4,12149.1,23008.2,0,CPS
19,12,0,0,1,0,12319.9,10738.3,25564.7,0,CPS
26,12,0,0,1,0,25862.3,25243.6,18495.2,0,CPS
25,16,0,0,1,0,21802.7,23259.9,25564.7,0,CPS
24,12,0,0,1,0,13524.8,12770.4,12562.2,0,CPS
40,9,0,0,1,1,25537.1,21666.5,21870.3,0,CPS
24,12,0,0,0,0,7057.28,537.097,8297.43,0,CPS
33,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
43,12,0,0,1,0,25862.3,23458.6,25564.7,0,CPS
53,9,0,0,1,1,22537.4,19845.7,14005.9,0,CPS
25,12,0,0,0,0,20019.8,21582.3,25391.8,0,CPS
53,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
22,11,0,0,1,1,2646.97,10265.7,17020.4,0,CPS
29,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
48,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
36,16,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
38,10,0,0,1,1,13115.3,12066.8,25564.7,0,CPS
18,11,0,0,0,1,3023.15,5476.6,0,0,CPS
49,12,0,0,1,0,0,0,0,0,CPS
16,8,0,0,0,1,0,1668.58,10647,0,CPS
53,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
35,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
54,8,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
32,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
23,16,0,0,1,0,17782.3,19568.2,0,0,CPS
26,18,0,0,1,0,6955.4,290.032,0,0,CPS
24,16,0,0,1,0,24659.3,25243.6,25564.7,0,CPS
22,12,1,0,0,0,19261.6,12063.2,25564.7,0,CPS
26,14,0,0,1,0,20731,18234.4,23955.4,0,CPS
30,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
19,12,0,0,0,0,1112.86,3138.44,16070.3,0,CPS
31,10,0,0,1,1,17937.1,17960.5,25564.7,0,CPS
17,11,0,0,0,1,0,0,0,0,CPS
23,9,0,0,1,1,16830.1,16884.5,10089.9,0,CPS
47,12,0,0,1,0,19716.1,25243.6,0,0,CPS
18,11,0,0,0,1,94.0448,1203.1,11773,0,CPS
17,10,0,0,0,1,983.552,2499.29,4245.51,0,CPS
27,11,0,0,0,1,16789,12861.7,7755.11,0,CPS
31,12,0,0,1,0,22067.2,22017.4,25116.9,0,CPS
44,18,0,0,1,0,20674.2,21127.6,20822.7,0,CPS
36,13,0,0,1,0,25862.3,12065,25564.7,0,CPS
32,11,0,0,1,1,22905.8,19987.2,21045.8,0,CPS
18,11,0,0,0,1,2629.34,2443.79,9974.65,0,CPS
51,12,0,0,0,0,19302.7,18263.1,18300.2,0,CPS
40,12,0,0,1,0,25470.5,21732.7,25564.7,0,CPS
41,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
21,12,0,0,0,0,9179.17,6335.95,14490.6,0,CPS
25,12,0,0,1,0,24341.9,21664.7,24412,0,CPS
31,12,0,0,1,0,23474,7594.55,9729.35,0,CPS
33,15,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
24,14,0,0,0,0,14457.4,13663.7,13932,0,CPS
19,12,0,0,1,0,9798.29,10582.6,4997.67,0,CPS
34,11,0,0,1,1,13877.5,8471.81,913.235,0,CPS
35,12,0,0,1,0,20394,21125.8,25564.7,0,CPS
24,12,0,0,1,0,22427.7,21577,25180.5,0,CPS
20,12,0,0,0,0,6397.01,0,4131.72,0,CPS
37,12,0,0,1,0,19038.2,25243.6,4968.12,0,CPS
47,9,0,0,1,1,21187.5,21965.5,24836.2,0,CPS
26,13,0,0,1,0,13456.2,16721.6,25564.7,0,CPS
42,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
44,12,0,0,1,0,0,0,22109.8,0,CPS
34,12,0,0,1,0,19128.3,18810.9,18317.9,0,CPS
28,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
20,12,0,0,0,0,22478.7,18325.7,3184.5,0,CPS
25,12,0,0,1,0,13266.2,18637.3,5965.58,0,CPS
32,10,0,0,1,1,20973.9,21269,22683.1,0,CPS
25,16,0,0,1,0,21120.9,25243.6,25564.7,0,CPS
21,12,0,0,0,0,7425.62,11561.9,5449.86,0,CPS
19,12,0,0,0,0,5199.89,11819.7,15628.4,0,CPS
36,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
29,18,0,0,1,0,16113,25243.6,25564.7,0,CPS
39,10,0,0,0,1,13203.5,13846.3,21987.1,0,CPS
54,8,0,0,1,1,14355.5,15300.1,15861.9,0,CPS
16,9,0,0,0,1,0,485.177,4112.51,0,CPS
23,12,0,0,1,0,20260.8,20327.3,22095,0,CPS
53,8,0,0,1,1,19443.8,14965.3,7505.37,0,CPS
38,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
52,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
32,15,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
22,12,0,0,1,0,13087.9,14317.2,13865.5,0,CPS
27,12,0,0,0,0,23101.7,24693.9,25498.2,0,CPS
45,12,0,0,1,0,16256,0,0,0,CPS
28,18,0,0,1,0,18826.6,20125,25564.7,0,CPS
20,12,0,0,0,0,8644.29,7134.44,13964.5,0,CPS
20,12,0,0,0,0,1704.56,6087.1,4366.68,0,CPS
51,9,0,0,1,1,0,0,7385.68,0,CPS
29,12,0,0,1,0,25543,21881.3,25564.7,0,CPS
28,14,0,0,1,0,24659.3,23639.4,25564.7,0,CPS
42,15,0,0,1,0,12960.5,16727,8259.01,0,CPS
21,12,0,0,0,0,11242.3,12611,13604,0,CPS
33,15,0,0,1,0,19655.4,20699.7,20835.9,0,CPS
39,17,0,0,1,0,25862.3,25243.6,22261.9,0,CPS
37,12,0,0,1,0,17764.7,17162,25564.7,0,CPS
46,12,0,0,1,0,25860.4,22798,21592.5,0,CPS
22,15,0,0,0,0,0,0,1885.58,0,CPS
46,8,0,0,1,1,25464.6,21025.6,25564.7,0,CPS
20,12,0,0,0,0,7425.62,6087.1,25564.7,0,CPS
18,11,0,0,0,1,0,0,20020.2,0,CPS
38,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
41,12,0,0,1,0,20298,15685,25564.7,0,CPS
18,11,0,0,0,1,3070.17,5043.34,5670.04,0,CPS
17,11,0,0,0,1,0,2916.44,9469.27,0,CPS
29,11,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
29,10,0,0,1,1,12351.2,10301.5,14611.8,0,CPS
41,9,1,0,1,1,19243.9,11997,20630.5,0,CPS
19,12,0,0,0,0,3144.62,6878.42,13176.9,0,CPS
19,12,0,0,0,0,0,905.903,1978.68,0,CPS
46,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
21,12,0,0,0,0,8087.85,7897.11,14366.5,0,CPS
17,11,0,0,0,1,652.436,1104.63,15294.5,0,CPS
16,10,0,0,0,1,907.141,2621.03,5729.15,0,CPS
28,13,0,0,1,0,22760.8,16624.9,20995.5,0,CPS
32,12,0,0,1,0,25862.3,24212.3,0,0,CPS
55,8,0,0,1,1,0,0,1462.95,0,CPS
28,15,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
45,12,0,0,1,0,4951.07,143.226,1703.82,0,CPS
37,12,0,0,1,0,20055.1,21004.1,22718.6,0,CPS
16,9,0,0,0,1,822.892,522.774,13249.3,0,CPS
37,14,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
31,16,0,0,1,0,18552.3,18637.3,21718.2,0,CPS
29,12,0,0,1,0,7186.59,24400.3,25564.7,0,CPS
47,12,0,0,0,0,17598.1,25243.6,21357.6,0,CPS
55,12,0,0,1,0,25862.3,24930.2,8804.29,0,CPS
28,17,0,0,1,0,16557.8,18132.4,20595.1,0,CPS
46,12,0,0,0,0,23487.7,21313.8,22532.4,0,CPS
40,9,0,0,1,1,15621.2,17147.7,25564.7,0,CPS
26,12,0,0,1,0,12159.2,12663,0,0,CPS
49,8,0,0,1,1,22253.3,24450.4,22628.4,0,CPS
54,12,0,0,1,0,0,0,0,0,CPS
39,11,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
29,18,0,0,1,0,14281.1,20601.2,25564.7,0,CPS
19,13,0,0,0,0,2090.54,23.2742,14902.9,0,CPS
37,18,0,0,1,0,18926.5,17509.3,19226.7,0,CPS
44,12,0,0,1,0,22796.1,21875.9,25564.7,0,CPS
29,12,0,0,1,0,21050.4,20160.8,24233.2,0,CPS
50,12,0,0,1,0,15221.5,15776.3,15829.4,0,CPS
17,9,0,0,0,1,0,1620.24,8090.55,0,CPS
27,12,0,0,1,0,18867.7,22021,25564.7,0,CPS
53,12,0,0,1,0,1782.93,1765.26,0,0,CPS
22,12,0,0,0,0,8765.76,10326.6,10865.7,0,CPS
21,12,0,0,0,0,2864.45,5868.68,10620.4,0,CPS
27,11,0,0,1,1,16187.5,16567.7,16407.2,0,CPS
39,9,0,0,1,1,21252.2,25243.6,23603.7,0,CPS
26,12,0,0,0,0,18295.6,18549.5,17652.9,0,CPS
37,9,0,0,1,1,16534.2,7100.42,2201.81,0,CPS
27,16,0,0,0,0,9717.96,8459.27,13618.7,0,CPS
21,11,0,0,0,1,29.389,0,1823.52,0,CPS
45,8,0,0,1,1,2500.02,0,3221.44,0,CPS
17,7,0,0,0,1,0,0,4425.79,0,CPS
21,12,0,0,1,0,8134.88,6892.74,5204.55,0,CPS
18,12,0,0,0,0,901.263,7211.42,12380.4,0,CPS
36,12,0,0,1,0,24151.9,25068.1,25564.7,0,CPS
22,12,0,0,1,0,16026.8,18374.1,20688.2,0,CPS
24,12,0,0,1,0,10850.4,11134,20528.6,0,CPS
32,12,0,0,1,0,18056.6,16003.7,18520.3,0,CPS
17,10,0,0,0,1,127.352,350.903,5643.44,0,CPS
29,12,0,0,1,0,9753.23,6851.56,12981.8,0,CPS
33,11,0,0,1,1,10807.3,11348.8,25564.7,0,CPS
22,12,0,0,1,0,10113.7,9288.19,2365.84,0,CPS
48,8,0,0,1,1,25862.3,25243.6,25564.7,0,CPS
27,12,0,0,1,0,10973.8,16163,7370.9,0,CPS
46,8,0,0,1,1,18101.7,14770.2,17157.9,0,CPS
16,10,0,0,0,1,0,0,4675.53,0,CPS
34,9,0,0,1,1,0,2866.31,14335.4,0,CPS
30,13,0,0,1,0,14537.8,15097.8,22776.2,0,CPS
17,11,0,0,0,1,0,1589.81,10363.3,0,CPS
42,8,0,0,1,1,3177.93,5610.87,7180.27,0,CPS
46,9,0,0,0,1,25862.3,25243.6,20340.9,0,CPS
35,12,0,0,1,0,25860.4,24219.5,25564.7,0,CPS
52,12,0,0,1,0,0,0,0,0,CPS
23,13,0,0,1,0,5450.68,4189.35,14914.7,0,CPS
26,16,0,0,1,0,12455.1,15860.5,20434,0,CPS
41,16,0,0,1,0,16334.4,0,0,0,CPS
26,14,1,0,0,0,17758.8,18923.7,25564.7,0,CPS
41,13,1,0,0,0,25862.3,25243.6,25564.7,0,CPS
53,12,0,0,1,0,25862.3,25243.6,431.496,0,CPS
22,12,0,0,1,0,21085.6,19197.6,0,0,CPS
19,12,0,0,0,0,14686.7,12288.8,650.2,0,CPS
24,12,0,0,1,0,19296.8,17149.5,16531.3,0,CPS
22,13,0,0,0,0,3992.99,7664.37,10663.3,0,CPS
20,12,0,0,0,0,6978.91,15631.3,21305.9,0,CPS
37,11,0,0,1,1,10879.8,11112.5,12414.4,0,CPS
42,8,0,0,1,1,18268.2,18913,17685.4,0,CPS
20,12,0,0,0,0,94.0448,0,15031.4,0,CPS
51,15,0,0,1,0,25862.3,16453.1,14605.8,0,CPS
16,9,0,0,0,1,0,130.693,121.174,0,CPS
51,12,0,0,1,0,14477,11619.2,0,0,CPS
25,12,0,0,1,0,12905.7,12276.2,15183.6,0,CPS
52,12,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
25,16,0,0,1,0,11434.3,12877.8,10302.7,0,CPS
26,18,0,0,1,0,0,21632.5,21873.3,0,CPS
43,8,0,0,0,1,0,311.516,165.505,0,CPS
45,8,0,0,0,1,0,0,0,0,CPS
55,13,0,0,1,0,11559.7,14080.9,14815.7,0,CPS
50,6,0,0,1,1,19149.9,18528.1,22606.3,0,CPS
19,12,0,0,0,0,5290.02,13187.5,20723.6,0,CPS
29,12,0,0,1,0,24128.4,22812.3,25564.7,0,CPS
53,8,0,0,1,1,17304.2,16066.3,11418.4,0,CPS
18,9,0,0,0,1,4098.79,5646.68,8081.69,0,CPS
51,10,0,0,1,1,822.892,13280.6,18812.9,0,CPS
49,12,0,0,1,0,12588.3,12056,11258.8,0,CPS
36,10,0,0,0,1,13946.1,14650.2,13100,0,CPS
44,13,0,0,1,0,25862.3,25243.6,25564.7,0,CPS
22,14,0,0,0,0,14185.1,10473.4,13199,0,CPS
18,12,0,0,0,0,0,91.3064,16519.5,0,CPS
18,12,0,1,0,0,3857.8,1924.6,9705.71,0,CPS
37,8,0,1,1,1,21773.3,10731.2,0,0,CPS
49,8,0,1,1,1,15964.1,2028.44,0,0,CPS
49,8,0,1,0,1,18242.7,13905.4,7481.73,0,CPS
55,6,0,1,0,1,6112.91,8539.84,5058.26,0,CPS
45,12,0,0,0,0,6016.91,7206.05,0,0,CPS
30,14,0,0,1,0,23170.3,19045.4,20323.2,0,CPS
21,12,0,1,0,0,3546.27,5551.79,2246.14,0,CPS
19,12,0,1,0,0,9757.15,0,116.74,0,CPS
19,10,0,0,1,1,2621.5,8539.84,14972.3,0,CPS
52,4,0,1,1,1,25862.3,11078.5,14384.2,0,CPS
22,11,0,1,0,1,7341.37,2535.1,14187.7,0,CPS
50,6,0,1,1,1,25862.3,17496.8,25564.7,0,CPS
37,12,1,0,1,0,15930.8,15031.5,14211.3,0,CPS
31,11,0,0,1,1,0,4241.27,6757.64,0,CPS
23,12,0,0,1,0,6831.96,7207.84,16255,0,CPS
32,12,0,0,0,0,25862.3,25243.6,25564.7,0,CPS
51,8,1,0,1,1,25836.8,25243.6,4459.78,0,CPS
29,12,1,0,1,0,22388.5,22221.5,25564.7,0,CPS
33,12,1,0,1,0,13834.4,13371.9,15392,0,CPS
50,16,1,0,1,0,11011.1,12184.9,14385.7,0,CPS
31,13,0,0,1,0,21963.4,19856.5,0,0,CPS
33,12,0,0,1,0,23401.5,25243.6,25564.7,0,CPS
31,12,0,0,1,0,21961.4,19881.5,24104.7,0,CPS
48,12,0,0,1,0,18280,16605.2,15811.7,0,CPS
42,12,0,0,1,0,20742.8,21389,25564.7,0,CPS
19,12,0,0,0,0,10278.3,17194.3,18218.9,0,CPS
18,11,0,0,0,1,1984.74,764.468,5641.96,0,CPS
