user_id,total_sessions_before_idle,sessions_in_last_30d_before_idle,days_idle,last_paid_plan,favorite_category,account_age_years,device_type,acquisition_channel,comeback_trigger_campaign,made_repeat_purchase_in_7d,used_new_feature_in_7d,churn_within_30d
1727,75,12,177,Free,Fashion,4.47,Mobile,Organic,1,0,0,0
1728,48,2,85,Paid,Fashion,5.84,Desktop,Paid,1,1,1,0
1729,209,24,98,Free,Electronics,4.98,Mobile,Organic,0,0,0,0
1730,27,4,138,Paid,Fashion,0.69,Mobile,Referral,0,1,0,0
1731,24,2,67,Free,Sports,2.24,Desktop,Organic,0,0,0,0
1732,33,6,170,Free,Groceries,0.66,Mobile,Organic,1,0,0,0
1733,25,4,219,Free,Fashion,0.72,Mobile,Referral,1,0,0,0
1734,74,12,341,Free,Fashion,0.94,Mobile,Paid,0,0,1,0
1735,7,1,214,Paid,Groceries,2.02,Mobile,Organic,0,0,0,0
1736,12,1,197,Free,Groceries,2.17,Mobile,Referral,0,0,0,0
1737,12,1,187,Free,Sports,2.7,Mobile,Paid,0,0,0,0
1738,86,12,112,Free,Sports,2.73,Mobile,Paid,0,0,1,0
1739,184,13,112,Paid,Sports,4.74,Desktop,Referral,0,0,1,0
1740,30,5,190,Paid,Electronics,1.28,Mobile,Organic,0,0,0,0
1741,28,5,73,Free,Electronics,1.37,Desktop,Organic,1,1,0,1
1742,36,4,114,Free,Groceries,3.95,Mobile,Referral,1,0,0,1
1743,106,14,249,Paid,Electronics,3.64,Mobile,Organic,0,1,0,0
1744,14,1,80,Paid,Groceries,1.35,Desktop,Referral,1,0,0,0
1745,43,2,94,Free,Books,5.19,Desktop,Organic,1,0,0,0
1746,88,5,102,Paid,Groceries,2.31,Desktop,Organic,0,1,1,0
1747,55,9,317,Paid,Electronics,2.52,Mobile,Organic,1,1,0,0
1748,41,5,64,Paid,Books,2.81,Desktop,Paid,1,1,0,0
1749,91,12,100,Paid,Books,2.27,Mobile,Organic,0,1,0,0
1750,3,1,70,Paid,Sports,3.57,Desktop,Organic,0,0,0,0
1751,66,7,73,Free,Electronics,2.64,Desktop,Referral,0,0,1,0
1752,18,1,265,Paid,Sports,1.93,Mobile,Referral,1,0,0,0
1753,6,1,93,Free,Groceries,5.47,Mobile,Organic,0,0,0,0
1754,56,6,144,Paid,Groceries,2.2,Desktop,Organic,0,0,0,0
1755,131,9,151,Free,Groceries,4.34,Mobile,Organic,0,0,0,0
1756,29,1,103,Free,Books,2.41,Mobile,Referral,0,0,0,0
1757,86,4,177,Paid,Fashion,2.89,Mobile,Paid,0,1,1,0
1758,167,9,103,Paid,Fashion,1.8,Mobile,Referral,1,1,0,0
1759,124,9,74,Free,Sports,4.64,Mobile,Referral,0,0,1,0
1760,171,14,124,Free,Groceries,4.55,Mobile,Paid,0,0,1,0
1761,70,6,283,Free,Fashion,0.62,Mobile,Organic,0,0,0,0
1762,36,5,93,Paid,Books,0.83,Mobile,Organic,0,1,0,0
1763,7,1,116,Paid,Electronics,5.57,Mobile,Referral,0,1,0,0
1764,26,3,98,Free,Fashion,5.39,Mobile,Paid,0,0,0,0
1765,15,2,134,Paid,Books,3.28,Desktop,Referral,0,0,0,0
1766,291,31,124,Paid,Electronics,3.21,Mobile,Referral,0,1,1,1
1767,28,4,79,Free,Fashion,4.97,Desktop,Organic,0,0,0,0
1768,38,2,184,Paid,Books,1.26,Desktop,Organic,0,1,0,0
1769,58,5,104,Free,Books,4.1,Mobile,Paid,1,0,0,0
1770,35,5,123,Paid,Fashion,3.12,Mobile,Organic,1,0,0,0
1771,181,34,83,Free,Electronics,4.59,Desktop,Organic,0,0,0,0
1772,18,2,215,Free,Electronics,0.67,Mobile,Organic,0,0,1,1
1773,41,4,151,Free,Fashion,3.76,Mobile,Referral,0,0,1,0
1774,16,1,70,Free,Fashion,3.56,Mobile,Referral,0,0,0,0
1775,9,1,60,Paid,Fashion,5.12,Mobile,Organic,0,1,0,0
1776,18,2,64,Free,Fashion,4.22,Mobile,Paid,1,0,0,0
1777,32,3,116,Free,Groceries,5.34,Mobile,Paid,0,0,0,0
1778,22,2,65,Paid,Electronics,5.38,Mobile,Paid,1,0,0,0
1779,17,2,118,Free,Fashion,2.74,Mobile,Paid,0,0,0,0
1780,9,1,60,Free,Fashion,1.26,Desktop,Organic,0,0,0,1
1781,31,4,165,Paid,Electronics,3.97,Mobile,Organic,0,0,0,0
1782,8,1,139,Paid,Groceries,5.31,Mobile,Organic,1,0,0,1
1783,71,12,74,Free,Electronics,0.91,Desktop,Referral,1,0,1,0
1784,36,1,172,Free,Fashion,3.57,Mobile,Paid,0,0,1,0
1785,8,1,285,Paid,Electronics,1.13,Mobile,Referral,0,1,0,0
1786,25,4,72,Free,Books,0.65,Desktop,Organic,0,0,0,0
1787,16,1,101,Free,Fashion,4.24,Desktop,Paid,1,1,1,0
1788,46,5,171,Free,Books,4.25,Mobile,Paid,0,0,1,0
1789,127,9,74,Free,Electronics,3.8,Mobile,Paid,0,0,1,0
1790,6,1,232,Paid,Fashion,5.23,Mobile,Organic,0,1,0,0
1791,38,2,234,Paid,Groceries,0.94,Mobile,Organic,0,1,1,0
1792,29,1,60,Paid,Groceries,1.08,Mobile,Organic,0,1,0,1
1793,65,8,97,Paid,Books,5.25,Mobile,Referral,0,1,0,0
1794,41,3,365,Free,Electronics,3.27,Mobile,Paid,1,0,1,0
1795,16,2,86,Free,Books,2.0,Mobile,Organic,1,0,0,0
1796,25,3,105,Paid,Electronics,4.56,Mobile,Organic,0,0,0,0
1797,15,2,70,Free,Groceries,5.42,Desktop,Organic,0,0,0,0
1798,98,17,142,Free,Books,4.29,Desktop,Paid,0,0,1,0
1799,34,5,87,Paid,Fashion,4.86,Desktop,Paid,1,1,0,0
1800,222,17,146,Free,Books,2.05,Mobile,Referral,1,0,1,0
1801,32,1,94,Free,Groceries,2.09,Mobile,Paid,0,0,0,0
1802,17,2,60,Paid,Electronics,5.25,Desktop,Organic,0,0,0,0
1803,8,1,60,Paid,Sports,3.88,Mobile,Organic,1,0,0,0
1804,6,1,226,Free,Groceries,1.79,Mobile,Organic,0,0,0,0
1805,7,1,287,Paid,Fashion,3.38,Mobile,Organic,0,1,0,0
1806,44,3,81,Free,Sports,4.27,Mobile,Paid,0,0,1,0
1807,56,7,269,Free,Electronics,1.7,Desktop,Organic,0,0,0,0
1808,7,1,64,Paid,Groceries,4.1,Mobile,Organic,0,1,0,0
1809,82,7,60,Paid,Groceries,0.73,Mobile,Paid,0,0,0,0
1810,21,3,103,Free,Books,2.17,Mobile,Organic,1,0,1,1
1811,39,3,199,Free,Electronics,4.21,Mobile,Organic,0,0,0,0
1812,167,8,230,Free,Sports,1.32,Mobile,Paid,0,0,1,0
1813,82,12,64,Free,Fashion,1.72,Desktop,Referral,0,0,1,0
1814,26,2,142,Free,Electronics,5.34,Mobile,Organic,0,0,0,0
1815,14,1,268,Free,Electronics,4.21,Desktop,Paid,0,0,0,0
1816,4,1,132,Free,Sports,3.24,Mobile,Paid,0,0,1,0
1817,17,2,74,Free,Sports,1.66,Mobile,Paid,1,0,0,0
1818,27,3,60,Free,Fashion,2.38,Desktop,Paid,0,0,0,0
1819,13,1,291,Paid,Sports,3.66,Desktop,Referral,0,1,0,1
1820,30,1,244,Free,Electronics,1.35,Desktop,Organic,0,0,0,1
1821,36,4,76,Free,Sports,3.15,Mobile,Organic,0,0,0,0
1822,27,4,365,Paid,Books,2.75,Mobile,Paid,0,0,0,0
1823,18,3,123,Paid,Fashion,3.12,Mobile,Referral,1,1,0,0
1824,40,2,202,Free,Fashion,1.08,Mobile,Organic,0,1,0,1
1825,52,8,125,Free,Fashion,1.09,Mobile,Paid,1,1,0,0
1826,12,1,60,Paid,Fashion,5.8,Mobile,Organic,0,0,0,0
1827,136,7,317,Free,Groceries,5.89,Desktop,Referral,0,0,1,0
1828,31,3,262,Paid,Fashion,2.84,Mobile,Paid,1,0,0,0
1829,34,4,130,Free,Sports,4.84,Mobile,Organic,1,1,0,0
1830,68,9,60,Free,Books,4.11,Mobile,Paid,1,0,0,0
1831,42,2,181,Free,Groceries,1.14,Mobile,Paid,1,0,1,1
1832,86,16,60,Paid,Fashion,2.13,Desktop,Organic,0,1,0,0
1833,45,2,72,Paid,Sports,2.23,Mobile,Referral,0,0,0,0
1834,18,1,115,Free,Groceries,3.78,Desktop,Organic,0,0,0,1
1835,48,5,328,Free,Sports,3.69,Desktop,Organic,0,0,1,0
1836,11,2,212,Free,Sports,5.58,Desktop,Paid,0,0,1,0
1837,37,7,71,Free,Fashion,4.85,Desktop,Referral,0,0,0,1
1838,33,1,252,Paid,Fashion,5.21,Mobile,Organic,1,1,0,0
1839,27,2,60,Free,Groceries,5.4,Mobile,Paid,1,0,0,0
1840,30,3,103,Paid,Sports,4.91,Mobile,Organic,0,0,0,0
1841,6,1,113,Paid,Books,2.33,Mobile,Referral,0,1,0,0
1842,20,2,154,Paid,Electronics,1.68,Desktop,Organic,0,1,0,0
1843,37,3,60,Paid,Groceries,3.64,Desktop,Paid,1,1,1,0
1844,39,3,76,Free,Electronics,4.29,Mobile,Paid,0,0,0,0
1845,12,1,221,Free,Fashion,2.63,Mobile,Organic,1,0,1,0
1846,118,20,365,Free,Books,5.17,Mobile,Organic,0,0,1,0
1847,14,1,100,Free,Fashion,5.78,Mobile,Organic,0,0,0,0
1848,88,15,63,Free,Books,3.63,Mobile,Referral,1,0,0,0
1849,51,5,81,Free,Sports,3.01,Mobile,Organic,0,0,1,0
1850,18,2,94,Paid,Groceries,5.14,Mobile,Referral,0,0,0,0
1851,196,11,60,Free,Sports,0.63,Mobile,Organic,0,0,1,0
1852,11,1,194,Paid,Groceries,1.21,Mobile,Organic,0,0,0,0
1853,84,15,190,Paid,Electronics,5.15,Mobile,Referral,0,0,0,0
1854,91,8,169,Paid,Groceries,4.53,Mobile,Paid,1,0,0,0
1855,17,1,139,Free,Sports,2.79,Desktop,Paid,1,0,1,0
1856,134,10,230,Free,Sports,5.39,Mobile,Referral,1,0,1,0
1857,26,4,194,Free,Groceries,2.43,Mobile,Referral,0,0,0,0
1858,45,4,365,Free,Fashion,3.99,Desktop,Organic,1,0,1,0
1859,43,3,165,Free,Fashion,3.99,Mobile,Organic,0,0,0,0
1860,29,5,141,Paid,Fashion,1.51,Mobile,Organic,0,1,1,0
1861,75,11,107,Free,Sports,2.07,Mobile,Referral,0,0,1,0
1862,74,12,150,Free,Books,5.54,Mobile,Organic,0,0,0,0
1863,6,1,60,Paid,Sports,1.51,Mobile,Paid,0,1,0,0
1864,123,13,97,Free,Books,1.45,Mobile,Referral,0,0,1,0
1865,7,1,106,Free,Groceries,3.14,Mobile,Paid,0,0,0,0
1866,93,12,71,Paid,Fashion,1.01,Mobile,Organic,0,1,0,0
1867,103,15,60,Free,Fashion,5.42,Mobile,Organic,0,0,1,0
1868,12,1,94,Paid,Electronics,1.05,Mobile,Organic,0,0,0,0
1869,22,4,75,Free,Books,3.89,Mobile,Organic,0,0,0,0
1870,11,1,87,Paid,Fashion,2.37,Mobile,Organic,0,1,0,0
1871,27,1,138,Free,Groceries,4.92,Mobile,Organic,0,0,0,0
1872,25,2,365,Free,Electronics,3.74,Mobile,Referral,0,0,0,1
1873,73,11,123,Free,Groceries,2.64,Mobile,Referral,0,0,1,0
1874,123,6,60,Free,Fashion,5.91,Mobile,Referral,0,0,0,0
1875,134,13,137,Free,Groceries,0.86,Mobile,Organic,0,0,1,0
1876,19,2,104,Free,Electronics,3.68,Mobile,Referral,0,0,0,0
1877,27,2,78,Free,Groceries,5.94,Desktop,Paid,1,0,0,0
1878,7,1,60,Free,Electronics,4.3,Mobile,Referral,0,1,0,0
1879,15,2,242,Free,Groceries,4.57,Mobile,Referral,0,0,1,0
1880,87,16,116,Free,Sports,0.68,Mobile,Referral,1,0,1,0
1881,167,12,139,Paid,Fashion,0.62,Mobile,Organic,0,0,0,0
1882,10,1,103,Free,Fashion,0.7,Mobile,Paid,0,0,0,0
1883,19,2,304,Free,Groceries,5.95,Desktop,Paid,0,0,0,0
1884,33,5,131,Paid,Books,5.89,Mobile,Organic,0,0,0,0
1885,44,4,125,Paid,Electronics,2.34,Desktop,Organic,0,0,0,0
1886,15,1,252,Free,Books,2.1,Mobile,Organic,1,0,1,0
1887,51,6,213,Free,Fashion,1.3,Mobile,Referral,0,0,1,0
1888,21,2,106,Free,Fashion,2.31,Desktop,Referral,0,0,0,0
1889,33,4,95,Free,Electronics,2.54,Mobile,Paid,1,0,1,0
1890,58,6,244,Paid,Groceries,4.62,Mobile,Paid,0,0,0,0
1891,34,5,92,Free,Books,5.26,Mobile,Organic,1,0,0,0
1892,22,3,120,Paid,Books,4.61,Desktop,Paid,0,0,0,0
1893,30,3,95,Free,Sports,4.06,Mobile,Organic,0,0,1,0
1894,31,4,62,Free,Electronics,4.71,Mobile,Organic,0,0,0,0
1895,23,2,357,Paid,Groceries,4.56,Mobile,Referral,0,0,0,0
1896,26,4,93,Free,Sports,3.12,Mobile,Paid,1,0,0,0
1897,164,17,359,Free,Fashion,2.35,Mobile,Paid,0,0,1,0
1898,59,5,113,Paid,Electronics,2.06,Mobile,Organic,0,0,1,0
1899,25,3,154,Paid,Sports,4.24,Mobile,Organic,0,1,0,0
1900,67,6,267,Paid,Sports,5.78,Desktop,Paid,1,0,1,0
1901,24,2,60,Free,Fashion,3.7,Mobile,Organic,0,0,0,0
1902,108,6,218,Free,Fashion,5.52,Desktop,Organic,1,0,1,0
1903,48,7,135,Paid,Electronics,0.58,Mobile,Organic,0,1,0,0
1904,30,5,119,Free,Electronics,4.87,Mobile,Organic,0,0,0,0
1905,52,7,110,Paid,Electronics,5.19,Desktop,Organic,0,0,0,0
1906,7,1,106,Free,Books,3.97,Mobile,Organic,0,0,0,1
1907,11,1,207,Free,Sports,5.64,Mobile,Paid,1,0,0,0
1908,11,2,60,Paid,Electronics,3.74,Mobile,Organic,0,0,0,0
1909,39,3,60,Free,Groceries,1.82,Mobile,Organic,1,0,0,0
1910,188,21,139,Free,Fashion,1.69,Desktop,Referral,0,0,1,0
1911,309,28,134,Free,Fashion,3.56,Mobile,Organic,1,0,1,0
1912,63,3,245,Free,Books,5.49,Desktop,Organic,0,0,0,0
1913,55,5,125,Free,Fashion,0.9,Desktop,Organic,1,0,1,0
1914,6,1,60,Free,Electronics,3.82,Mobile,Organic,1,0,0,0
1915,20,3,60,Free,Sports,4.73,Desktop,Organic,0,0,1,0
1916,16,2,95,Paid,Fashion,1.13,Mobile,Paid,1,1,0,0
1917,18,1,265,Free,Groceries,1.14,Mobile,Organic,0,0,0,1
1918,28,2,159,Paid,Electronics,2.51,Desktop,Organic,1,1,1,0
1919,21,2,281,Free,Fashion,2.01,Mobile,Organic,0,0,0,1
1920,5,1,136,Free,Books,1.59,Mobile,Organic,1,0,0,0
1921,70,11,62,Free,Groceries,1.59,Mobile,Organic,1,0,0,0
1922,12,1,136,Paid,Electronics,1.22,Mobile,Organic,0,1,0,0
1923,43,7,338,Paid,Books,3.86,Mobile,Referral,0,1,0,0
1924,264,48,81,Paid,Sports,4.28,Mobile,Organic,0,1,1,0
1925,14,1,98,Free,Groceries,4.37,Mobile,Referral,0,0,0,0
1926,3,1,365,Free,Fashion,3.43,Desktop,Referral,1,0,0,1
1927,25,2,126,Paid,Groceries,5.74,Mobile,Paid,1,0,0,0
1928,100,7,81,Paid,Books,5.34,Mobile,Paid,1,0,0,0
1929,235,30,238,Paid,Groceries,5.77,Mobile,Referral,0,1,1,0
1930,10,1,60,Free,Books,2.64,Desktop,Organic,1,0,1,0
1931,55,6,77,Paid,Fashion,5.33,Mobile,Organic,0,1,0,0
1932,21,3,196,Free,Books,4.7,Desktop,Organic,0,0,0,0
1933,30,2,70,Free,Books,2.37,Mobile,Paid,0,0,0,0
1934,467,65,222,Free,Books,1.09,Mobile,Organic,1,0,1,0
1935,8,1,90,Free,Sports,4.25,Mobile,Referral,1,0,0,0
1936,43,7,225,Paid,Sports,1.25,Mobile,Organic,0,0,0,0
1937,53,3,262,Paid,Books,2.12,Mobile,Referral,0,0,1,0
1938,99,6,112,Paid,Books,3.25,Mobile,Organic,0,0,1,0
1939,37,7,166,Paid,Books,4.24,Mobile,Paid,1,1,1,0
1940,46,6,70,Free,Books,5.59,Desktop,Paid,1,0,0,0
1941,23,4,261,Paid,Sports,3.76,Desktop,Organic,0,1,0,0
1942,44,4,251,Free,Books,4.19,Mobile,Referral,0,0,1,0
1943,24,3,198,Paid,Electronics,2.21,Desktop,Organic,0,0,1,0
1944,62,9,243,Paid,Books,4.28,Mobile,Organic,0,0,0,0
1945,23,4,250,Paid,Books,2.91,Mobile,Referral,0,0,1,0
1946,49,3,118,Free,Books,5.21,Mobile,Organic,0,0,0,0
1947,33,2,60,Paid,Books,2.66,Mobile,Organic,0,0,0,0
1948,103,13,60,Free,Fashion,3.08,Desktop,Organic,0,0,0,0
1949,32,1,64,Free,Fashion,2.88,Mobile,Paid,0,0,0,0
1950,6,1,176,Paid,Electronics,4.96,Mobile,Paid,0,1,0,0
1951,117,23,152,Free,Electronics,5.75,Mobile,Paid,1,0,0,0
1952,14,2,309,Paid,Fashion,2.3,Mobile,Paid,1,1,0,0
1953,18,1,207,Free,Groceries,3.11,Mobile,Organic,1,0,1,1
1954,19,3,128,Free,Electronics,4.38,Mobile,Organic,0,0,0,0
1955,131,18,247,Paid,Sports,5.42,Mobile,Paid,0,1,1,0
1956,4,1,336,Free,Fashion,3.22,Desktop,Paid,1,0,0,1
1957,764,103,60,Free,Fashion,1.1,Mobile,Organic,0,0,1,0
1958,96,17,136,Free,Books,2.53,Mobile,Organic,0,0,1,0
1959,42,3,148,Free,Fashion,3.53,Mobile,Referral,1,0,0,1
1960,32,4,150,Paid,Sports,2.8,Mobile,Referral,1,0,0,0
1961,45,2,365,Free,Fashion,1.53,Mobile,Paid,1,1,1,0
1962,56,9,352,Paid,Electronics,0.7,Desktop,Organic,0,0,0,1
1963,64,5,365,Paid,Sports,4.28,Desktop,Paid,0,0,0,0
1964,58,8,60,Free,Electronics,5.96,Desktop,Organic,1,0,0,0
1965,37,4,107,Paid,Fashion,5.56,Mobile,Paid,1,1,0,0
1966,28,3,99,Paid,Electronics,4.26,Mobile,Paid,1,1,0,0
1967,29,2,308,Free,Books,5.13,Desktop,Organic,0,0,1,0
1968,28,3,206,Free,Fashion,1.91,Desktop,Organic,1,0,0,0
1969,103,14,266,Free,Books,3.92,Mobile,Paid,1,0,1,0
1970,60,6,109,Paid,Groceries,0.83,Desktop,Referral,1,1,0,0
1971,2,1,80,Paid,Sports,4.39,Desktop,Paid,1,1,0,0
1972,64,5,65,Free,Fashion,5.83,Mobile,Paid,0,0,0,0
1973,41,5,253,Paid,Fashion,5.23,Mobile,Organic,0,1,0,0
1974,33,5,94,Paid,Electronics,3.44,Mobile,Paid,0,0,1,0
1975,23,2,60,Paid,Books,4.84,Desktop,Paid,0,1,0,0
1976,102,11,78,Paid,Electronics,5.69,Mobile,Organic,1,1,0,0
1977,86,6,158,Free,Groceries,1.69,Mobile,Paid,1,0,1,0
1978,16,2,365,Paid,Groceries,4.86,Mobile,Paid,1,1,0,0
1979,50,3,180,Paid,Fashion,1.98,Mobile,Paid,0,1,1,0
1980,13,1,80,Paid,Books,5.32,Mobile,Organic,0,1,0,0
1981,9,1,89,Free,Fashion,1.04,Mobile,Organic,0,1,1,0
1982,18,1,130,Free,Electronics,1.48,Desktop,Referral,0,0,0,0
1983,79,5,331,Free,Fashion,4.46,Desktop,Organic,0,0,1,0
1984,86,8,246,Free,Fashion,1.46,Desktop,Organic,1,0,0,0
1985,56,10,239,Paid,Books,1.37,Mobile,Referral,0,0,0,0
1986,69,9,60,Free,Books,3.56,Mobile,Organic,0,0,1,0
1987,56,9,60,Paid,Fashion,5.09,Desktop,Organic,1,1,0,0
1988,18,1,128,Paid,Sports,1.98,Mobile,Organic,0,1,1,0
1989,52,5,258,Paid,Electronics,5.13,Mobile,Referral,1,0,0,0
1990,74,8,288,Free,Fashion,4.94,Mobile,Organic,1,0,1,0
1991,71,12,60,Paid,Fashion,3.69,Mobile,Paid,1,1,0,0
1992,109,16,60,Paid,Books,4.06,Mobile,Paid,0,1,0,0
1993,68,8,78,Paid,Sports,0.72,Mobile,Organic,0,1,0,0
1994,48,4,199,Free,Books,2.52,Desktop,Organic,0,0,0,1
1995,97,15,182,Free,Sports,1.95,Mobile,Organic,0,0,0,0
1996,33,6,67,Free,Electronics,1.33,Desktop,Referral,0,0,0,0
1997,14,1,77,Free,Electronics,2.64,Mobile,Referral,0,0,1,0
1998,29,1,60,Free,Books,2.45,Mobile,Referral,0,0,0,0
1999,16,1,96,Free,Groceries,4.51,Mobile,Organic,0,0,0,0
2000,17,2,99,Paid,Electronics,3.79,Desktop,Organic,0,0,0,0
2001,29,3,60,Free,Sports,5.52,Desktop,Paid,0,0,0,0
2002,15,2,150,Free,Fashion,1.3,Mobile,Paid,0,0,1,0
2003,25,3,192,Paid,Electronics,0.83,Mobile,Paid,0,0,1,0
2004,5,1,365,Free,Books,3.44,Mobile,Referral,0,0,0,0
2005,41,3,149,Paid,Books,0.51,Desktop,Referral,0,1,0,0
2006,34,3,174,Free,Electronics,4.83,Mobile,Organic,0,0,0,0
2007,15,1,86,Free,Electronics,3.28,Desktop,Paid,1,0,1,0
2008,65,11,82,Free,Books,3.18,Mobile,Paid,0,0,0,0
2009,85,8,100,Paid,Groceries,2.49,Mobile,Paid,0,0,1,0
2010,7,1,117,Free,Groceries,2.56,Mobile,Paid,0,0,1,0
2011,16,1,130,Paid,Groceries,2.87,Desktop,Referral,0,1,0,0
2012,16,2,247,Free,Electronics,0.59,Mobile,Paid,0,0,0,0
2013,13,2,79,Free,Sports,0.96,Mobile,Organic,0,1,0,0
2014,76,9,95,Paid,Groceries,3.28,Desktop,Organic,0,0,0,0
2015,28,3,175,Free,Electronics,1.33,Mobile,Referral,0,0,0,0
2016,26,3,62,Paid,Fashion,4.78,Mobile,Referral,1,1,0,0
2017,5,1,169,Free,Electronics,2.01,Mobile,Organic,0,0,0,0
2018,63,8,191,Free,Books,1.04,Mobile,Paid,0,0,0,0
2019,10,1,60,Paid,Sports,1.79,Mobile,Organic,0,0,0,0
2020,36,4,60,Paid,Groceries,2.46,Desktop,Organic,0,1,0,0
2021,44,4,60,Free,Sports,0.69,Mobile,Organic,0,0,0,0
2022,130,21,204,Paid,Electronics,1.28,Mobile,Organic,0,1,0,0
2023,9,1,133,Free,Books,2.28,Desktop,Organic,0,0,0,1
2024,2,1,134,Paid,Electronics,2.21,Desktop,Paid,1,0,0,0
2025,40,6,227,Paid,Fashion,4.9,Desktop,Referral,0,1,0,0
2026,201,19,166,Free,Groceries,5.14,Desktop,Paid,1,0,0,0
2027,115,11,209,Free,Fashion,1.56,Desktop,Organic,0,0,1,0
2028,41,5,60,Free,Groceries,1.18,Desktop,Organic,0,0,0,0
2029,21,1,247,Free,Books,3.99,Desktop,Organic,0,0,0,0
2030,75,11,94,Free,Groceries,4.93,Desktop,Organic,1,0,0,0
2031,13,1,288,Paid,Fashion,5.8,Mobile,Referral,0,0,0,0
2032,54,5,60,Paid,Groceries,0.54,Mobile,Organic,0,0,0,0
2033,55,8,82,Free,Sports,2.78,Desktop,Organic,0,0,0,0
2034,96,6,288,Free,Sports,4.54,Mobile,Organic,0,0,1,0
2035,524,101,249,Free,Groceries,5.06,Desktop,Referral,0,0,1,0
2036,50,3,183,Paid,Groceries,0.84,Mobile,Paid,0,0,0,0
2037,20,1,240,Free,Electronics,4.24,Desktop,Paid,1,0,0,0
2038,33,6,60,Free,Groceries,2.09,Mobile,Paid,1,0,0,0
2039,6,1,89,Free,Groceries,0.91,Mobile,Organic,0,0,0,1
2040,17,3,168,Free,Books,3.19,Desktop,Referral,0,0,0,0
2041,22,1,253,Free,Groceries,1.37,Mobile,Organic,0,0,0,0
2042,20,1,152,Free,Electronics,4.55,Mobile,Paid,1,0,0,0
2043,39,2,189,Free,Fashion,4.58,Mobile,Organic,1,1,0,0
2044,15,2,84,Free,Books,5.13,Mobile,Organic,1,0,1,0
2045,102,6,302,Free,Electronics,2.58,Mobile,Referral,0,0,1,0
2046,34,5,268,Free,Electronics,0.57,Mobile,Paid,1,1,0,0
2047,33,3,71,Free,Fashion,1.93,Desktop,Organic,0,0,0,1
2048,24,4,365,Paid,Electronics,3.07,Mobile,Paid,0,1,0,0
2049,39,3,157,Paid,Groceries,4.32,Mobile,Organic,0,0,1,0
2050,76,4,106,Free,Books,2.6,Desktop,Referral,0,0,0,0
2051,14,2,60,Free,Fashion,3.45,Mobile,Paid,0,0,0,0
2052,18,2,60,Paid,Books,3.38,Mobile,Organic,0,0,0,0
2053,25,2,185,Free,Electronics,1.41,Mobile,Organic,0,0,0,1
2054,9,1,168,Free,Books,3.93,Mobile,Organic,0,0,0,0
2055,15,2,142,Free,Electronics,2.92,Mobile,Paid,1,0,0,0
2056,21,1,263,Paid,Sports,4.94,Desktop,Organic,0,0,1,0
2057,80,5,365,Paid,Fashion,4.3,Mobile,Organic,1,0,0,0
2058,44,2,129,Free,Groceries,1.11,Mobile,Referral,0,0,1,0
2059,41,2,226,Free,Sports,3.19,Mobile,Organic,0,1,0,0
2060,78,13,204,Paid,Sports,4.36,Mobile,Organic,0,0,0,0
2061,29,4,60,Paid,Fashion,0.98,Mobile,Organic,0,1,0,0
2062,49,3,60,Paid,Books,4.86,Mobile,Organic,0,0,0,0
2063,30,5,129,Free,Fashion,1.72,Mobile,Paid,0,0,0,0
2064,44,6,137,Free,Books,3.27,Mobile,Paid,0,0,0,0
2065,19,2,74,Paid,Fashion,5.67,Desktop,Organic,1,1,0,0
2066,3,1,212,Free,Groceries,3.64,Mobile,Organic,1,0,1,0
2067,29,4,126,Free,Fashion,2.83,Desktop,Organic,0,0,0,1
2068,138,24,225,Free,Books,0.54,Mobile,Organic,0,0,0,0
2069,84,9,108,Paid,Books,1.23,Mobile,Organic,1,0,0,0
2070,87,9,84,Paid,Sports,3.68,Mobile,Organic,0,1,1,0
2071,114,19,102,Free,Groceries,3.22,Desktop,Organic,1,0,0,0
2072,37,3,118,Paid,Electronics,2.5,Mobile,Paid,0,0,0,0
2073,41,3,249,Free,Fashion,5.58,Mobile,Organic,1,1,0,0
2074,18,2,159,Paid,Fashion,2.33,Desktop,Paid,1,1,0,0
2075,25,3,60,Free,Groceries,3.45,Desktop,Organic,1,0,1,0
2076,62,11,147,Free,Groceries,3.63,Mobile,Paid,0,0,1,0
2077,111,11,293,Free,Books,3.4,Mobile,Paid,0,0,1,0
2078,29,2,136,Free,Fashion,3.13,Mobile,Paid,0,0,1,0
2079,22,2,60,Free,Groceries,2.35,Mobile,Organic,0,0,0,0
2080,34,3,113,Free,Books,5.5,Mobile,Organic,0,0,1,0
2081,61,11,147,Paid,Sports,2.98,Desktop,Referral,0,1,0,0
2082,8,1,60,Free,Books,3.41,Mobile,Organic,0,0,0,0
2083,4,1,103,Free,Electronics,4.11,Mobile,Organic,0,0,0,0
2084,20,2,179,Free,Electronics,0.87,Mobile,Referral,0,0,0,0
2085,10,1,60,Free,Fashion,4.8,Mobile,Paid,1,0,0,0
2086,20,3,134,Free,Groceries,3.32,Mobile,Referral,0,0,0,0
2087,29,3,146,Paid,Groceries,4.11,Mobile,Organic,0,0,0,0
2088,22,2,193,Free,Fashion,4.75,Mobile,Organic,0,0,0,0
2089,142,23,127,Paid,Fashion,5.31,Desktop,Organic,1,1,1,0
2090,46,8,65,Paid,Fashion,2.66,Mobile,Paid,1,1,0,0
2091,45,7,227,Free,Sports,4.96,Mobile,Organic,0,0,1,0
2092,62,4,227,Free,Fashion,1.92,Mobile,Organic,0,0,0,0
