user_id,age,region,access_time,group,converted
714,42,Others,Morning (9-12),A,0
715,37,Others,Afternoon (12-17),B,0
716,51,Others,Afternoon (12-17),A,0
717,39,Others,Evening (17-21),A,0
718,39,Others,Evening (17-21),A,0
719,33,Others,Evening (17-21),B,0
720,37,CA,Afternoon (12-17),A,0
721,41,Others,Evening (17-21),A,1
722,18,FL,Afternoon (12-17),B,0
723,21,Others,Morning (9-12),B,0
724,46,Others,Afternoon (12-17),A,0
725,40,Others,Night (21-24),A,0
726,35,Others,Evening (17-21),B,1
727,38,Others,Afternoon (12-17),B,0
728,42,Others,Evening (17-21),A,0
729,31,TX,Night (21-24),B,1
730,28,Others,Afternoon (12-17),B,0
731,40,CA,Afternoon (12-17),B,0
732,26,Others,Night (21-24),B,0
733,42,TX,Evening (17-21),B,0
734,18,TX,Afternoon (12-17),B,0
735,50,PA,Afternoon (12-17),A,0
736,43,OH,Afternoon (12-17),B,0
737,41,Others,Morning (9-12),B,0
738,49,CA,Night (21-24),A,0
739,57,Others,Afternoon (12-17),B,0
740,50,TX,Evening (17-21),A,0
741,18,Others,Morning (9-12),A,0
742,22,Others,Afternoon (12-17),A,0
743,30,Others,Morning (9-12),B,0
744,38,Others,Evening (17-21),B,1
745,44,NY,Afternoon (12-17),A,0
746,29,Others,Evening (17-21),B,0
747,40,OH,Morning (9-12),A,0
748,28,Others,Morning (9-12),B,0
749,30,Others,Morning (9-12),B,0
750,21,CA,Afternoon (12-17),B,0
751,26,Others,Evening (17-21),B,0
752,21,Others,Afternoon (12-17),A,0
753,26,NY,Evening (17-21),B,0
754,50,CA,Afternoon (12-17),B,0
755,26,CA,Afternoon (12-17),A,1
756,69,Others,Morning (9-12),B,0
757,43,Others,Morning (9-12),B,0
758,40,TX,Evening (17-21),A,0
759,27,PA,Evening (17-21),B,0
760,46,Others,Morning (9-12),B,0
761,31,Others,Morning (9-12),B,0
762,39,CA,Evening (17-21),A,0
763,68,FL,Evening (17-21),A,1
764,36,Others,Evening (17-21),A,0
765,51,CA,Afternoon (12-17),B,0
766,29,TX,Afternoon (12-17),B,0
767,37,Others,Night (21-24),B,0
768,59,Others,Evening (17-21),A,0
769,30,FL,Afternoon (12-17),A,0
770,59,CA,Evening (17-21),B,0
771,46,CA,Evening (17-21),B,1
772,31,FL,Afternoon (12-17),B,0
773,45,Others,Afternoon (12-17),B,1
774,49,IL,Morning (9-12),B,1
775,45,Others,Morning (9-12),B,0
776,19,Others,Evening (17-21),B,0
777,29,IL,Afternoon (12-17),A,0
778,35,TX,Evening (17-21),B,0
779,37,Others,Night (21-24),B,0
780,45,Others,Morning (9-12),A,1
781,40,Others,Afternoon (12-17),A,0
782,21,CA,Evening (17-21),A,1
783,42,Others,Evening (17-21),B,0
784,45,Others,Evening (17-21),A,0
785,44,Others,Afternoon (12-17),A,0
786,50,TX,Afternoon (12-17),B,0
787,48,Others,Afternoon (12-17),A,0
788,43,Others,Night (21-24),B,1
789,37,IL,Afternoon (12-17),A,1
790,18,Others,Night (21-24),B,0
791,43,CA,Afternoon (12-17),A,1
792,40,FL,Night (21-24),A,0
793,41,NY,Evening (17-21),A,0
794,22,Others,Afternoon (12-17),B,0
795,25,NY,Evening (17-21),B,0
796,50,GA,Afternoon (12-17),A,0
797,37,Others,Afternoon (12-17),B,0
798,46,TX,Morning (9-12),A,1
799,38,Others,Morning (9-12),B,0
800,38,Others,Afternoon (12-17),B,0
801,49,Others,Evening (17-21),B,1
802,31,Others,Evening (17-21),B,0
803,39,Others,Morning (9-12),B,0
804,32,TX,Evening (17-21),B,0
805,32,Others,Evening (17-21),B,0
806,34,TX,Night (21-24),B,0
807,40,Others,Evening (17-21),B,0
808,32,FL,Morning (9-12),B,0
809,53,Others,Afternoon (12-17),B,0
810,27,Others,Evening (17-21),B,0
811,35,Others,Morning (9-12),B,1
812,32,FL,Morning (9-12),A,0
813,55,OH,Morning (9-12),A,0
814,40,Others,Afternoon (12-17),A,0
815,50,Others,Afternoon (12-17),B,0
816,20,CA,Afternoon (12-17),A,0
817,41,Others,Morning (9-12),B,0
818,48,Others,Evening (17-21),B,0
819,38,FL,Afternoon (12-17),B,0
820,50,Others,Afternoon (12-17),A,0
821,31,Others,Morning (9-12),B,0
822,54,GA,Morning (9-12),B,0
823,65,NY,Afternoon (12-17),B,0
824,33,Others,Morning (9-12),A,0
825,32,Others,Afternoon (12-17),B,0
826,55,IL,Evening (17-21),B,1
827,56,Others,Afternoon (12-17),B,0
828,31,Others,Morning (9-12),B,0
829,32,Others,Afternoon (12-17),B,0
830,34,CA,Evening (17-21),B,0
831,21,Others,Evening (17-21),B,1
832,26,GA,Evening (17-21),B,0
833,25,FL,Afternoon (12-17),B,0
834,28,FL,Afternoon (12-17),A,0
835,37,Others,Afternoon (12-17),A,0
836,40,Others,Evening (17-21),A,0
837,56,PA,Morning (9-12),A,0
838,26,Others,Night (21-24),A,0
839,49,CA,Evening (17-21),A,0
840,35,GA,Evening (17-21),B,1
841,37,Others,Morning (9-12),A,0
842,46,Others,Evening (17-21),A,0
843,24,FL,Afternoon (12-17),B,0
844,42,Others,Morning (9-12),B,0
845,39,FL,Afternoon (12-17),B,0
846,43,IL,Evening (17-21),B,0
847,41,Others,Afternoon (12-17),A,0
848,67,Others,Afternoon (12-17),A,0
849,30,FL,Morning (9-12),A,0
850,31,Others,Evening (17-21),A,0
851,30,Others,Evening (17-21),A,0
852,31,PA,Evening (17-21),B,0
853,30,Others,Afternoon (12-17),A,0
854,52,Others,Afternoon (12-17),A,1
855,55,Others,Afternoon (12-17),A,0
856,31,Others,Morning (9-12),B,0
857,28,Others,Night (21-24),A,0
858,43,TX,Afternoon (12-17),A,0
859,31,Others,Afternoon (12-17),A,1
860,45,Others,Afternoon (12-17),A,0
861,40,TX,Evening (17-21),A,1
862,19,Others,Morning (9-12),B,0
863,56,Others,Afternoon (12-17),A,0
864,59,Others,Evening (17-21),B,0
865,30,PA,Afternoon (12-17),B,0
866,33,TX,Evening (17-21),B,0
867,41,Others,Morning (9-12),A,0
868,42,CA,Evening (17-21),A,0
869,45,Others,Morning (9-12),A,0
870,62,TX,Morning (9-12),B,0
871,35,FL,Evening (17-21),B,0
872,28,IL,Afternoon (12-17),A,0
873,21,IL,Afternoon (12-17),B,0
874,29,Others,Morning (9-12),B,0
875,37,GA,Evening (17-21),B,0
876,59,TX,Afternoon (12-17),A,0
877,31,FL,Night (21-24),B,0
878,40,Others,Night (21-24),A,0
879,37,TX,Evening (17-21),B,1
880,52,Others,Afternoon (12-17),A,0
881,68,Others,Afternoon (12-17),A,0
882,31,Others,Evening (17-21),B,0
883,32,Others,Morning (9-12),B,1
884,50,Others,Afternoon (12-17),A,0
885,46,Others,Morning (9-12),A,0
886,60,FL,Morning (9-12),B,0
887,45,TX,Morning (9-12),B,0
888,33,NY,Afternoon (12-17),B,0
889,45,Others,Evening (17-21),B,0
890,51,Others,Afternoon (12-17),A,1
891,47,Others,Afternoon (12-17),B,0
892,44,CA,Morning (9-12),B,0
893,50,Others,Afternoon (12-17),B,0
894,52,OH,Afternoon (12-17),A,0
895,54,CA,Evening (17-21),B,0
896,45,OH,Night (21-24),B,0
897,35,CA,Morning (9-12),B,0
898,39,Others,Morning (9-12),B,0
899,52,NY,Afternoon (12-17),B,0
900,28,GA,Night (21-24),B,0
901,42,Others,Evening (17-21),A,0
902,33,Others,Evening (17-21),A,0
903,38,Others,Afternoon (12-17),B,1
904,53,OH,Night (21-24),B,0
905,40,Others,Morning (9-12),A,0
906,38,Others,Morning (9-12),B,0
907,21,CA,Evening (17-21),A,0
908,46,Others,Night (21-24),A,0
909,45,NY,Morning (9-12),B,1
910,63,CA,Morning (9-12),B,0
911,34,Others,Morning (9-12),A,0
912,40,Others,Morning (9-12),B,0
913,40,TX,Morning (9-12),B,0
914,56,Others,Night (21-24),B,0
915,36,Others,Evening (17-21),A,0
916,41,Others,Evening (17-21),B,0
917,45,FL,Evening (17-21),A,0
918,40,Others,Afternoon (12-17),A,0
919,32,NY,Evening (17-21),B,0
920,40,Others,Afternoon (12-17),B,0
921,50,CA,Afternoon (12-17),A,0
922,25,CA,Afternoon (12-17),B,0
923,39,Others,Afternoon (12-17),B,0
924,29,OH,Evening (17-21),B,0
925,52,FL,Night (21-24),B,0
926,19,TX,Afternoon (12-17),A,0
927,31,Others,Evening (17-21),B,0
928,42,CA,Morning (9-12),A,0
929,56,Others,Evening (17-21),B,1
930,37,CA,Afternoon (12-17),A,0
931,31,TX,Morning (9-12),A,1
932,60,IL,Afternoon (12-17),B,0
933,20,Others,Evening (17-21),A,0
934,18,PA,Morning (9-12),A,0
935,43,NY,Night (21-24),A,0
936,31,Others,Morning (9-12),B,1
937,25,Others,Night (21-24),B,0
938,46,CA,Evening (17-21),A,0
939,40,OH,Afternoon (12-17),A,1
940,31,Others,Afternoon (12-17),A,1
941,22,NY,Evening (17-21),B,0
942,48,CA,Evening (17-21),B,0
943,45,Others,Evening (17-21),A,0
944,36,Others,Afternoon (12-17),A,0
945,60,Others,Afternoon (12-17),A,0
946,25,CA,Night (21-24),A,0
947,19,TX,Morning (9-12),A,1
948,29,Others,Afternoon (12-17),B,0
949,37,TX,Afternoon (12-17),A,0
950,40,Others,Evening (17-21),B,1
951,35,Others,Evening (17-21),B,0
952,42,NY,Afternoon (12-17),A,0
953,22,Others,Morning (9-12),B,0
954,55,Others,Morning (9-12),B,0
955,37,Others,Afternoon (12-17),A,0
956,51,CA,Afternoon (12-17),B,0
957,42,CA,Night (21-24),A,0
958,43,Others,Afternoon (12-17),B,0
959,44,TX,Afternoon (12-17),B,1
960,43,Others,Evening (17-21),B,0
961,45,TX,Afternoon (12-17),B,1
962,53,Others,Afternoon (12-17),B,0
963,40,PA,Morning (9-12),B,0
964,46,Others,Afternoon (12-17),B,0
965,36,TX,Night (21-24),A,1
966,55,OH,Afternoon (12-17),B,0
967,29,FL,Afternoon (12-17),A,0
968,59,Others,Evening (17-21),A,0
969,37,CA,Night (21-24),B,0
970,20,Others,Afternoon (12-17),A,0
971,39,Others,Afternoon (12-17),A,0
972,29,NY,Night (21-24),B,0
973,48,Others,Morning (9-12),A,1
974,30,CA,Evening (17-21),A,1
975,32,Others,Evening (17-21),B,0
976,18,Others,Evening (17-21),B,0
977,32,NY,Afternoon (12-17),B,0
978,18,PA,Afternoon (12-17),B,0
979,18,CA,Evening (17-21),B,0
980,47,Others,Morning (9-12),B,0
981,47,CA,Afternoon (12-17),A,1
982,43,Others,Morning (9-12),B,0
983,26,OH,Morning (9-12),B,0
984,37,Others,Night (21-24),A,0
985,37,FL,Afternoon (12-17),A,0
986,24,Others,Night (21-24),A,0
987,56,Others,Morning (9-12),B,0
988,48,Others,Afternoon (12-17),A,0
989,35,CA,Morning (9-12),B,0
990,38,TX,Evening (17-21),B,0
991,40,FL,Evening (17-21),B,0
992,18,Others,Morning (9-12),A,0
993,35,TX,Night (21-24),B,0
994,29,Others,Morning (9-12),A,0
995,25,FL,Evening (17-21),B,0
996,34,Others,Night (21-24),B,0
997,59,Others,Evening (17-21),A,0
998,45,Others,Night (21-24),B,0
999,31,PA,Afternoon (12-17),A,0
1000,44,FL,Morning (9-12),B,0
1001,54,CA,Morning (9-12),A,0
1002,49,FL,Afternoon (12-17),A,0
1003,38,Others,Evening (17-21),A,1
1004,30,Others,Morning (9-12),A,0
1005,46,Others,Evening (17-21),B,0
1006,42,IL,Afternoon (12-17),B,0
1007,48,Others,Afternoon (12-17),B,0
1008,45,Others,Evening (17-21),A,0
1009,50,Others,Afternoon (12-17),A,1
1010,31,FL,Evening (17-21),B,0
1011,53,GA,Morning (9-12),A,0
1012,40,GA,Evening (17-21),B,0
1013,62,Others,Morning (9-12),B,0
1014,29,Others,Morning (9-12),A,0
1015,58,NY,Evening (17-21),B,0
1016,40,CA,Evening (17-21),B,0
1017,30,Others,Afternoon (12-17),B,0
1018,32,Others,Afternoon (12-17),A,0
1019,34,TX,Afternoon (12-17),A,0
1020,43,Others,Morning (9-12),A,0
1021,44,Others,Evening (17-21),A,1
1022,31,Others,Evening (17-21),A,0
1023,37,TX,Morning (9-12),B,0
1024,63,Others,Afternoon (12-17),B,1
1025,58,Others,Evening (17-21),B,0
1026,43,GA,Afternoon (12-17),A,0
1027,38,Others,Evening (17-21),B,0
1028,39,Others,Morning (9-12),A,0
1029,45,Others,Evening (17-21),B,0
1030,25,PA,Morning (9-12),B,0
1031,34,Others,Evening (17-21),B,0
1032,18,Others,Afternoon (12-17),B,0
1033,42,TX,Afternoon (12-17),B,0
1034,45,Others,Evening (17-21),A,0
1035,32,Others,Morning (9-12),A,0
1036,56,Others,Afternoon (12-17),A,0
1037,23,CA,Afternoon (12-17),A,0
1038,20,Others,Afternoon (12-17),B,0
1039,40,TX,Night (21-24),A,0
1040,50,CA,Evening (17-21),B,0
1041,58,Others,Morning (9-12),A,0
1042,32,IL,Evening (17-21),A,0
1043,50,Others,Afternoon (12-17),B,0
1044,37,CA,Night (21-24),A,0
1045,35,OH,Afternoon (12-17),B,0
1046,48,TX,Afternoon (12-17),B,0
1047,45,Others,Afternoon (12-17),A,0
1048,19,Others,Afternoon (12-17),B,0
1049,55,Others,Afternoon (12-17),A,0
1050,54,NY,Morning (9-12),B,0
1051,30,CA,Evening (17-21),B,0
1052,42,Others,Afternoon (12-17),A,0
1053,43,NY,Night (21-24),B,0
1054,41,OH,Afternoon (12-17),A,1
1055,31,Others,Evening (17-21),B,0
1056,29,CA,Night (21-24),B,0
1057,37,Others,Evening (17-21),B,0
1058,52,Others,Evening (17-21),B,0
1059,44,FL,Evening (17-21),A,1
1060,33,CA,Afternoon (12-17),B,0
1061,47,TX,Evening (17-21),A,0
1062,18,Others,Morning (9-12),B,0
1063,51,Others,Afternoon (12-17),A,0
1064,18,FL,Morning (9-12),B,0
1065,33,CA,Evening (17-21),B,0
1066,24,Others,Afternoon (12-17),B,0
1067,22,Others,Afternoon (12-17),A,0
1068,51,IL,Afternoon (12-17),B,0
1069,32,PA,Night (21-24),B,0
1070,42,FL,Morning (9-12),B,0
1071,37,Others,Morning (9-12),A,0
1072,43,Others,Morning (9-12),A,0
1073,38,TX,Night (21-24),A,0
1074,22,Others,Night (21-24),A,0
1075,49,OH,Evening (17-21),A,0
1076,32,OH,Evening (17-21),A,0
1077,19,FL,Morning (9-12),A,0
1078,32,Others,Night (21-24),A,0
1079,56,Others,Morning (9-12),A,0
1080,48,Others,Morning (9-12),B,0
1081,33,NY,Morning (9-12),B,0
1082,33,TX,Afternoon (12-17),A,0
1083,34,CA,Evening (17-21),B,0
1084,62,Others,Afternoon (12-17),B,0
1085,42,TX,Night (21-24),B,0
1086,43,Others,Afternoon (12-17),A,1
1087,50,IL,Morning (9-12),A,0
1088,40,IL,Afternoon (12-17),B,0
1089,34,GA,Evening (17-21),A,1
1090,35,PA,Evening (17-21),A,0
1091,37,CA,Afternoon (12-17),A,0
1092,37,NY,Afternoon (12-17),A,0
1093,46,Others,Afternoon (12-17),B,0
1094,38,Others,Evening (17-21),A,0
1095,46,NY,Night (21-24),B,0
1096,37,GA,Morning (9-12),B,0
1097,38,TX,Evening (17-21),B,0
1098,18,FL,Afternoon (12-17),A,0
1099,48,CA,Afternoon (12-17),A,0
1100,42,Others,Night (21-24),A,0
1101,49,FL,Afternoon (12-17),A,0
1102,18,FL,Afternoon (12-17),B,0
1103,63,FL,Morning (9-12),A,0
1104,36,TX,Morning (9-12),B,0
1105,51,Others,Evening (17-21),B,0
1106,25,CA,Evening (17-21),B,0
1107,45,TX,Night (21-24),B,0
1108,25,Others,Morning (9-12),A,0
1109,30,NY,Morning (9-12),A,0
1110,60,Others,Morning (9-12),A,0
1111,35,Others,Afternoon (12-17),A,0
1112,40,FL,Night (21-24),B,0
1113,48,Others,Evening (17-21),A,0
1114,43,CA,Afternoon (12-17),A,0
1115,39,Others,Evening (17-21),B,0
1116,42,OH,Evening (17-21),A,0
1117,66,FL,Morning (9-12),B,1
1118,37,Others,Evening (17-21),A,0
1119,40,Others,Afternoon (12-17),A,0
1120,50,Others,Morning (9-12),B,0
1121,51,Others,Morning (9-12),B,0
1122,52,IL,Afternoon (12-17),A,0
1123,45,FL,Afternoon (12-17),A,1
1124,24,FL,Afternoon (12-17),A,0
1125,57,GA,Morning (9-12),A,0
1126,24,PA,Evening (17-21),A,0
1127,41,Others,Night (21-24),B,0
1128,28,PA,Evening (17-21),A,0
1129,37,PA,Afternoon (12-17),A,0
1130,41,IL,Morning (9-12),B,0
1131,41,Others,Morning (9-12),A,0
1132,43,Others,Morning (9-12),A,0
1133,57,Others,Afternoon (12-17),B,0
1134,43,NY,Evening (17-21),A,1
1135,35,Others,Evening (17-21),B,0
1136,49,CA,Evening (17-21),A,0
1137,52,Others,Afternoon (12-17),A,1
1138,23,Others,Afternoon (12-17),A,0
1139,45,IL,Evening (17-21),A,0
1140,46,Others,Afternoon (12-17),A,0
1141,34,Others,Morning (9-12),A,0
1142,54,CA,Afternoon (12-17),B,0
1143,36,Others,Afternoon (12-17),B,0
1144,39,OH,Morning (9-12),A,0
1145,35,PA,Evening (17-21),B,1
1146,38,TX,Evening (17-21),B,0
1147,24,OH,Morning (9-12),B,0
1148,20,Others,Morning (9-12),A,0
1149,57,IL,Evening (17-21),B,0
1150,27,Others,Morning (9-12),A,0
1151,26,OH,Afternoon (12-17),A,0
1152,18,Others,Morning (9-12),B,0
1153,30,Others,Morning (9-12),B,0
1154,22,Others,Evening (17-21),B,0
1155,57,CA,Evening (17-21),B,0
1156,50,IL,Morning (9-12),A,0
1157,29,NY,Afternoon (12-17),B,0
1158,65,Others,Morning (9-12),A,0
1159,49,Others,Morning (9-12),A,0
1160,34,CA,Night (21-24),B,0
1161,18,CA,Evening (17-21),A,0
1162,65,Others,Afternoon (12-17),B,0
1163,21,FL,Evening (17-21),A,1
1164,18,Others,Evening (17-21),B,0
1165,50,Others,Evening (17-21),A,0
1166,67,Others,Morning (9-12),A,0
1167,54,TX,Morning (9-12),B,0
1168,44,TX,Evening (17-21),A,0
1169,45,Others,Afternoon (12-17),B,0
1170,48,Others,Night (21-24),B,0
1171,47,IL,Evening (17-21),B,0
1172,41,NY,Night (21-24),B,0
1173,39,Others,Morning (9-12),A,1
1174,37,Others,Evening (17-21),B,0
1175,28,Others,Afternoon (12-17),A,0
1176,34,Others,Night (21-24),A,0
1177,18,CA,Morning (9-12),A,0
1178,36,CA,Afternoon (12-17),B,0
1179,26,Others,Evening (17-21),B,1
1180,24,Others,Afternoon (12-17),B,0
1181,40,NY,Afternoon (12-17),B,0
1182,54,FL,Night (21-24),B,0
1183,49,Others,Afternoon (12-17),B,0
1184,19,CA,Evening (17-21),A,0
1185,26,PA,Morning (9-12),B,0
1186,49,Others,Evening (17-21),B,0
1187,26,Others,Evening (17-21),A,0
1188,35,Others,Afternoon (12-17),B,0
1189,44,PA,Morning (9-12),A,0
1190,26,Others,Afternoon (12-17),B,0
1191,39,Others,Morning (9-12),B,0
1192,21,Others,Morning (9-12),B,0
1193,30,Others,Evening (17-21),B,0
1194,41,FL,Morning (9-12),B,0
1195,18,CA,Morning (9-12),B,1
1196,43,CA,Evening (17-21),A,0
1197,37,FL,Morning (9-12),A,1
1198,44,Others,Afternoon (12-17),B,1
1199,40,Others,Morning (9-12),B,1
1200,54,Others,Afternoon (12-17),B,0
1201,39,Others,Evening (17-21),A,0
1202,32,PA,Evening (17-21),B,0
1203,39,IL,Afternoon (12-17),B,0
1204,44,IL,Morning (9-12),A,1
1205,38,TX,Morning (9-12),B,0
1206,38,CA,Afternoon (12-17),B,0
1207,29,Others,Night (21-24),B,0
1208,30,Others,Morning (9-12),B,0
1209,21,TX,Afternoon (12-17),A,0
1210,58,CA,Morning (9-12),B,0
1211,23,Others,Evening (17-21),B,0
1212,29,FL,Evening (17-21),A,0
1213,29,Others,Evening (17-21),B,1
1214,48,Others,Evening (17-21),B,0
1215,34,Others,Afternoon (12-17),A,0
1216,52,IL,Morning (9-12),A,0
1217,29,Others,Afternoon (12-17),A,0
1218,41,GA,Evening (17-21),B,0
1219,27,Others,Evening (17-21),B,0
1220,63,OH,Afternoon (12-17),A,0
1221,23,TX,Evening (17-21),A,0
1222,41,Others,Evening (17-21),A,0
1223,45,Others,Evening (17-21),B,0
1224,42,Others,Afternoon (12-17),B,0
1225,35,Others,Evening (17-21),B,1
1226,36,Others,Morning (9-12),B,1
1227,38,CA,Evening (17-21),B,1
1228,36,Others,Night (21-24),A,0
1229,49,Others,Afternoon (12-17),B,0
1230,64,Others,Evening (17-21),B,0
1231,31,Others,Evening (17-21),B,0
1232,21,CA,Morning (9-12),B,0
1233,36,Others,Afternoon (12-17),B,0
1234,68,CA,Morning (9-12),B,0
1235,28,PA,Night (21-24),B,0
1236,57,Others,Evening (17-21),B,0
1237,58,TX,Morning (9-12),B,0
1238,31,Others,Morning (9-12),A,0
1239,44,CA,Afternoon (12-17),A,0
1240,57,TX,Afternoon (12-17),B,0
1241,33,Others,Morning (9-12),A,0
1242,35,Others,Afternoon (12-17),A,0
1243,31,Others,Afternoon (12-17),A,0
1244,25,Others,Morning (9-12),B,1
1245,30,Others,Evening (17-21),B,0
1246,23,IL,Night (21-24),A,0
1247,38,CA,Evening (17-21),A,0
1248,28,TX,Evening (17-21),B,1
1249,40,Others,Morning (9-12),A,0
1250,19,Others,Afternoon (12-17),A,0
1251,41,IL,Morning (9-12),B,0
1252,48,Others,Evening (17-21),B,0
1253,18,Others,Night (21-24),A,0
1254,42,CA,Evening (17-21),B,0
1255,52,TX,Evening (17-21),A,0
1256,23,Others,Evening (17-21),B,0
1257,58,Others,Afternoon (12-17),A,0
1258,43,Others,Afternoon (12-17),A,0
1259,29,CA,Morning (9-12),B,0
1260,37,Others,Morning (9-12),B,0
1261,44,TX,Evening (17-21),A,0
1262,38,CA,Afternoon (12-17),A,0
1263,44,Others,Afternoon (12-17),B,0
1264,26,NY,Afternoon (12-17),B,0
1265,40,Others,Afternoon (12-17),A,1
1266,21,TX,Afternoon (12-17),B,0
1267,36,Others,Afternoon (12-17),A,0
1268,27,Others,Afternoon (12-17),B,0
1269,29,NY,Evening (17-21),A,0
1270,52,Others,Afternoon (12-17),A,0
1271,51,TX,Evening (17-21),A,0
1272,45,Others,Evening (17-21),A,0
1273,24,NY,Evening (17-21),A,0
1274,34,FL,Evening (17-21),A,0
1275,52,NY,Afternoon (12-17),A,0
1276,39,TX,Morning (9-12),A,0
1277,65,Others,Afternoon (12-17),B,0
1278,42,IL,Afternoon (12-17),A,1
1279,40,FL,Night (21-24),B,0
1280,34,OH,Evening (17-21),A,0
1281,39,NY,Morning (9-12),A,0
1282,36,Others,Morning (9-12),B,0
1283,46,Others,Morning (9-12),B,0
1284,49,OH,Evening (17-21),A,0
1285,28,Others,Evening (17-21),A,1
1286,22,Others,Evening (17-21),B,0
1287,18,TX,Night (21-24),B,0
1288,44,Others,Morning (9-12),B,0
1289,24,Others,Afternoon (12-17),A,0
1290,18,Others,Morning (9-12),A,0
1291,42,Others,Afternoon (12-17),B,0
1292,67,OH,Night (21-24),B,0
1293,37,Others,Afternoon (12-17),B,0
1294,48,Others,Evening (17-21),B,0
1295,38,Others,Afternoon (12-17),B,0
1296,36,Others,Morning (9-12),A,0
1297,49,NY,Morning (9-12),A,0
1298,34,Others,Afternoon (12-17),B,0
1299,41,Others,Evening (17-21),A,0
1300,41,CA,Morning (9-12),A,0
1301,29,NY,Evening (17-21),A,0
1302,49,Others,Evening (17-21),A,0
1303,35,CA,Afternoon (12-17),A,0
1304,28,CA,Evening (17-21),B,0
1305,44,GA,Afternoon (12-17),A,0
1306,27,NY,Evening (17-21),B,0
1307,38,OH,Evening (17-21),A,0
1308,37,FL,Night (21-24),A,0
1309,51,TX,Afternoon (12-17),B,0
1310,43,Others,Afternoon (12-17),B,0
1311,37,Others,Morning (9-12),A,0
1312,47,TX,Morning (9-12),B,0
1313,54,NY,Evening (17-21),A,0
1314,44,Others,Night (21-24),B,0
1315,38,CA,Afternoon (12-17),A,1
1316,22,TX,Morning (9-12),A,0
1317,25,CA,Afternoon (12-17),B,0
1318,34,Others,Afternoon (12-17),B,0
1319,30,Others,Afternoon (12-17),A,0
1320,35,Others,Morning (9-12),B,0
1321,38,Others,Evening (17-21),A,0
1322,44,Others,Morning (9-12),B,0
1323,37,GA,Afternoon (12-17),A,0
1324,43,Others,Evening (17-21),B,0
1325,38,CA,Afternoon (12-17),A,0
1326,18,Others,Evening (17-21),A,0
1327,26,Others,Evening (17-21),B,0
1328,36,Others,Evening (17-21),B,0
1329,23,PA,Afternoon (12-17),B,0
1330,45,FL,Afternoon (12-17),A,1
1331,56,Others,Evening (17-21),B,0
1332,52,Others,Evening (17-21),B,0
1333,35,Others,Afternoon (12-17),B,0
1334,55,PA,Morning (9-12),B,0
1335,39,Others,Morning (9-12),A,0
1336,33,Others,Morning (9-12),B,0
1337,30,Others,Afternoon (12-17),B,0
1338,34,Others,Morning (9-12),A,0
1339,33,Others,Afternoon (12-17),B,0
1340,40,Others,Evening (17-21),B,0
1341,39,Others,Afternoon (12-17),B,0
1342,38,Others,Evening (17-21),A,1
1343,43,CA,Evening (17-21),B,0
1344,52,CA,Morning (9-12),A,0
1345,49,Others,Evening (17-21),B,0
1346,20,Others,Evening (17-21),B,0
1347,18,Others,Afternoon (12-17),B,0
1348,49,Others,Morning (9-12),A,0
1349,21,CA,Afternoon (12-17),B,0
1350,35,Others,Night (21-24),B,0
1351,23,Others,Evening (17-21),A,1
1352,18,NY,Morning (9-12),B,0
1353,44,NY,Evening (17-21),B,1
1354,47,Others,Afternoon (12-17),B,0
1355,31,CA,Afternoon (12-17),A,0
1356,18,Others,Evening (17-21),A,0
1357,31,FL,Afternoon (12-17),B,0
1358,42,Others,Evening (17-21),A,0
1359,20,Others,Evening (17-21),A,0
1360,40,Others,Evening (17-21),B,0
1361,37,IL,Morning (9-12),A,0
1362,44,Others,Evening (17-21),B,0
1363,39,PA,Night (21-24),B,0
1364,26,FL,Morning (9-12),B,1
1365,52,Others,Afternoon (12-17),B,0
1366,36,Others,Afternoon (12-17),A,1
1367,37,Others,Evening (17-21),A,0
1368,26,PA,Evening (17-21),B,0
1369,32,CA,Morning (9-12),A,0
1370,27,CA,Evening (17-21),B,0
1371,35,Others,Morning (9-12),B,0
1372,58,Others,Evening (17-21),A,1
1373,21,Others,Afternoon (12-17),B,1
1374,18,Others,Afternoon (12-17),A,0
1375,55,CA,Morning (9-12),A,0
1376,35,PA,Morning (9-12),B,0
1377,29,FL,Evening (17-21),B,0
1378,50,OH,Afternoon (12-17),B,0
1379,30,CA,Morning (9-12),A,0
1380,59,Others,Morning (9-12),A,1
1381,46,FL,Morning (9-12),A,1
1382,32,Others,Evening (17-21),A,0
1383,63,OH,Evening (17-21),A,1
1384,30,Others,Morning (9-12),B,1
1385,46,Others,Afternoon (12-17),B,0
1386,41,Others,Morning (9-12),A,0
1387,53,CA,Night (21-24),A,0
1388,56,Others,Night (21-24),B,0
1389,38,Others,Evening (17-21),B,0
1390,28,TX,Night (21-24),B,0
1391,43,CA,Evening (17-21),A,1
1392,29,OH,Evening (17-21),A,0
1393,62,Others,Afternoon (12-17),B,0
1394,39,Others,Afternoon (12-17),B,0
1395,33,Others,Morning (9-12),A,0
1396,40,TX,Afternoon (12-17),B,0
1397,21,CA,Evening (17-21),A,0
1398,26,Others,Morning (9-12),A,0
1399,52,CA,Afternoon (12-17),B,1
1400,30,Others,Afternoon (12-17),A,0
1401,25,Others,Morning (9-12),B,0
1402,44,TX,Afternoon (12-17),A,0
1403,52,Others,Night (21-24),A,1
1404,46,CA,Evening (17-21),A,1
1405,49,Others,Evening (17-21),A,0
1406,28,TX,Afternoon (12-17),A,0
